Column Name
buildingPermits
contact_recipients_0_agent_reason
contact_recipients_0_zpro
contact_recipients_0_recent_sales
contact_recipients_0_review_count
contact_recipients_0_display_name
contact_recipients_0_badge_type
contact_recipients_0_business_name
contact_recipients_0_rating_average
contact_recipients_0_phone_prefix
contact_recipients_0_phone_areacode
contact_recipients_0_phone_number
contact_recipients_0_zuid
contact_recipients_0_image_url
longitude
countyFIPS
imgSrc
livingAreaValue
streetAddress
county
monthlyHoaFee
timeZone
taxHistory_0_time
taxHistory_0_valueIncreaseRate
taxHistory_0_taxIncreaseRate
taxHistory_0_taxPaid
taxHistory_0_value
taxHistory_1_time
taxHistory_1_valueIncreaseRate
taxHistory_1_taxIncreaseRate
taxHistory_1_taxPaid
taxHistory_1_value
taxHistory_2_time
taxHistory_2_valueIncreaseRate
taxHistory_2_taxIncreaseRate
taxHistory_2_taxPaid
taxHistory_2_value
taxHistory_3_time
taxHistory_3_valueIncreaseRate
taxHistory_3_taxIncreaseRate
taxHistory_3_taxPaid
taxHistory_3_value
taxHistory_4_time
taxHistory_4_valueIncreaseRate
taxHistory_4_taxIncreaseRate
taxHistory_4_taxPaid
taxHistory_4_value
taxHistory_5_time
taxHistory_5_valueIncreaseRate
taxHistory_5_taxIncreaseRate
taxHistory_5_taxPaid
taxHistory_5_value
taxHistory_6_time
taxHistory_6_valueIncreaseRate
taxHistory_6_taxIncreaseRate
taxHistory_6_taxPaid
taxHistory_6_value
taxHistory_7_time
taxHistory_7_valueIncreaseRate
taxHistory_7_taxIncreaseRate
taxHistory_7_taxPaid
taxHistory_7_value
taxHistory_8_time
taxHistory_8_valueIncreaseRate
taxHistory_8_taxIncreaseRate
taxHistory_8_taxPaid
taxHistory_8_value
taxHistory_9_time
taxHistory_9_valueIncreaseRate
taxHistory_9_taxIncreaseRate
taxHistory_9_taxPaid
taxHistory_9_value
taxHistory_10_time
taxHistory_10_valueIncreaseRate
taxHistory_10_taxIncreaseRate
taxHistory_10_taxPaid
taxHistory_10_value
taxHistory_11_time
taxHistory_11_valueIncreaseRate
taxHistory_11_taxIncreaseRate
taxHistory_11_taxPaid
taxHistory_11_value
taxHistory_12_time
taxHistory_12_valueIncreaseRate
taxHistory_12_taxIncreaseRate
taxHistory_12_taxPaid
taxHistory_12_value
taxHistory_13_time
taxHistory_13_valueIncreaseRate
taxHistory_13_taxIncreaseRate
taxHistory_13_taxPaid
taxHistory_13_value
taxHistory_14_time
taxHistory_14_valueIncreaseRate
taxHistory_14_taxIncreaseRate
taxHistory_14_taxPaid
taxHistory_14_value
taxHistory_15_time
taxHistory_15_valueIncreaseRate
taxHistory_15_taxIncreaseRate
taxHistory_15_taxPaid
taxHistory_15_value
taxHistory_16_time
taxHistory_16_valueIncreaseRate
taxHistory_16_taxIncreaseRate
taxHistory_16_taxPaid
taxHistory_16_value
taxHistory_17_time
taxHistory_17_valueIncreaseRate
taxHistory_17_taxIncreaseRate
taxHistory_17_taxPaid
taxHistory_17_value
dateSold
annualHomeownersInsurance
state
listed_by_agent_reason
listed_by_zpro
listed_by_recent_sales
listed_by_zuid
listed_by_review_count
listed_by_display_name
listed_by_profile_url
listed_by_business_name
listed_by_rating_average
listed_by_phone_prefix
listed_by_phone_areacode
listed_by_phone_number
listed_by_badge_type
listed_by_image_url
yearBuilt
brokerageName
description
climate_windSources_primary_insuranceRecommendation
climate_windSources_primary_riskScore_label
climate_windSources_primary_riskScore_max
climate_windSources_primary_riskScore_value
climate_windSources_primary_probability_0_relativeYear
climate_windSources_primary_probability_0_probability
climate_windSources_primary_probability_1_relativeYear
climate_windSources_primary_probability_1_probability
climate_windSources_primary_probability_2_relativeYear
climate_windSources_primary_probability_2_probability
climate_windSources_primary_probability_3_relativeYear
climate_windSources_primary_probability_3_probability
climate_windSources_primary_probability_4_relativeYear
climate_windSources_primary_probability_4_probability
climate_windSources_primary_probability_5_relativeYear
climate_windSources_primary_probability_5_probability
climate_windSources_primary_probability_6_relativeYear
climate_windSources_primary_probability_6_probability
climate_windSources_primary_source_url
climate_windSources_primary_insuranceSeparatePolicy
climate_windSources_primary_historicCountAll
climate_floodSources_primary_insuranceRecommendation
climate_floodSources_primary_riskScore_label
climate_floodSources_primary_riskScore_max
climate_floodSources_primary_riskScore_value
climate_floodSources_primary_femaZone
climate_floodSources_primary_source_url
climate_floodSources_primary_probability_0_relativeYear
climate_floodSources_primary_probability_0_probability
climate_floodSources_primary_probability_1_relativeYear
climate_floodSources_primary_probability_1_probability
climate_floodSources_primary_probability_2_relativeYear
climate_floodSources_primary_probability_2_probability
climate_floodSources_primary_probability_3_relativeYear
climate_floodSources_primary_probability_3_probability
climate_floodSources_primary_probability_4_relativeYear
climate_floodSources_primary_probability_4_probability
climate_floodSources_primary_probability_5_relativeYear
climate_floodSources_primary_probability_5_probability
climate_floodSources_primary_probability_6_relativeYear
climate_floodSources_primary_probability_6_probability
climate_floodSources_primary_insuranceSeparatePolicy
climate_floodSources_primary_historicCountPropertyAll
climate_fireSources_primary_insuranceRecommendation
climate_fireSources_primary_riskScore_label
climate_fireSources_primary_riskScore_max
climate_fireSources_primary_riskScore_value
climate_fireSources_primary_source_url
climate_fireSources_primary_insuranceSeparatePolicy
climate_fireSources_primary_historicCountAll
climate_heatSources_primary_percentile98Temp
climate_heatSources_primary_hotDays_0_relativeYear
climate_heatSources_primary_hotDays_0_dayCount
climate_heatSources_primary_hotDays_1_relativeYear
climate_heatSources_primary_hotDays_1_dayCount
climate_heatSources_primary_hotDays_2_relativeYear
climate_heatSources_primary_hotDays_2_dayCount
climate_heatSources_primary_hotDays_3_relativeYear
climate_heatSources_primary_hotDays_3_dayCount
climate_heatSources_primary_hotDays_4_relativeYear
climate_heatSources_primary_hotDays_4_dayCount
climate_heatSources_primary_hotDays_5_relativeYear
climate_heatSources_primary_hotDays_5_dayCount
climate_heatSources_primary_hotDays_6_relativeYear
climate_heatSources_primary_hotDays_6_dayCount
climate_heatSources_primary_riskScore_label
climate_heatSources_primary_riskScore_max
climate_heatSources_primary_riskScore_value
climate_heatSources_primary_source_url
climate_airSources_primary_source_url
climate_airSources_primary_riskScore_label
climate_airSources_primary_riskScore_max
climate_airSources_primary_riskScore_value
climate_airSources_primary_badAirDays_0_relativeYear
climate_airSources_primary_badAirDays_0_dayCount
climate_airSources_primary_badAirDays_1_relativeYear
climate_airSources_primary_badAirDays_1_dayCount
climate_airSources_primary_badAirDays_2_relativeYear
climate_airSources_primary_badAirDays_2_dayCount
climate_airSources_primary_badAirDays_3_relativeYear
climate_airSources_primary_badAirDays_3_dayCount
climate_airSources_primary_badAirDays_4_relativeYear
climate_airSources_primary_badAirDays_4_dayCount
climate_airSources_primary_badAirDays_5_relativeYear
climate_airSources_primary_badAirDays_5_dayCount
climate_airSources_primary_badAirDays_6_relativeYear
climate_airSources_primary_badAirDays_6_dayCount
latitude
nearbyHomes_0_bathrooms
nearbyHomes_0_newConstructionType
nearbyHomes_0_lotAreaUnits
nearbyHomes_0_formattedChip_location_0_fullValue
nearbyHomes_0_formattedChip_location_1_fullValue
nearbyHomes_0_isPremierBuilder
nearbyHomes_0_isShowcaseListing
nearbyHomes_0_hdpUrl
nearbyHomes_0_lotAreaValue
nearbyHomes_0_parentRegion
nearbyHomes_0_address_city
nearbyHomes_0_address_state
nearbyHomes_0_address_streetAddress
nearbyHomes_0_address_zipcode
nearbyHomes_0_state
