t,v
2023-06-30 07:00:00,430000
2023-07-31 07:00:00,423800
2023-08-31 07:00:00,402400
2023-09-30 07:00:00,398100
2023-10-31 07:00:00,386900
2023-11-30 08:00:00,391800
2023-12-31 08:00:00,391600
2024-01-31 08:00:00,388800
2024-02-29 08:00:00,394500
2024-03-31 07:00:00,397100
2024-04-30 07:00:00,398300
2024-05-31 07:00:00,396400
2024-06-30 07:00:00,393500
2024-07-31 07:00:00,388200
2024-08-31 07:00:00,390300
2024-09-30 07:00:00,394500
2024-10-04 07:00:00,395800
